小新TV1,#genre#
Arena,http://tvbox6.icu/tv/smt.php?id=Arena
Arena 2,http://tvbox6.icu/tv/smt.php?id=Arena2
BolaArena 1,http://tvbox6.icu/tv/smt.php?id=Bolaarena1
Bein 1 Sports,http://tvbox6.icu/tv/smt.php?id=bein1_mega
Bein 2 Sports,http://tvbox6.icu/tv/smt.php?id=bein2_mega
Bein 3 Sports,http://tvbox6.icu/tv/smt.php?id=bein3_mega
Bein 4 Sports,http://tvbox6.icu/tv/smt.php?id=bein4_mega
Bein 5 Sports,http://tvbox6.icu/tv/smt.php?id=bein5_mega
Bein 6 Sports,http://tvbox6.icu/tv/smt.php?id=bein6_mega
Bein 7 Sports,http://tvbox6.icu/tv/smt.php?id=bein7_mega
Rugby Pass TV,http://tvbox6.icu/tv/smt.php?id=Rugbypasstv
BolaArena 2,http://tvbox6.icu/tv/smt.php?id=Bolaarena2
Sun TV HD,http://tvbox6.icu/tv/smt.php?id=Suntv
Star Vijay,http://tvbox6.icu/tv/smt.php?id=Starvijay
Colors Tamil,http://tvbox6.icu/tv/smt.php?id=Colorstam_mega
Sun Music,http://tvbox6.icu/tv/smt.php?id=Sunmusic
Astro Sunlife,http://tvbox6.icu/tv/smt.php?id=Sunlife
Astro Vaanavil,http://tvbox6.icu/tv/smt.php?id=Vaanavil
Zee Tamil,http://tvbox6.icu/tv/smt.php?id=Zeetamil
Zee Business,http://tvbox6.icu/tv/smt.php?id=Zeebusiness
News 18 Tamil,http://tvbox6.icu/tv/smt.php?id=news18tamil_raj
Adithya,http://tvbox6.icu/tv/smt.php?id=Adithya
Makkal TV,http://tvbox6.icu/tv/smt.php?id=Makkaltv
Zee Action,http://tvbox6.icu/tv/smt.php?id=Zeeaction
Astro KTV,http://tvbox6.icu/tv/smt.php?id=Astroktv
Zee TV HD,http://tvbox6.icu/tv/smt.php?id=Zeetvhd
Zee Cinema HD,http://tvbox6.icu/tv/smt.php?id=Zeecinemahd
Color HD,http://tvbox6.icu/tv/smt.php?id=Colorhd
Starplus HD,http://tvbox6.icu/tv/smt.php?id=Starplushd
Picture HD,http://tvbox6.icu/tv/smt.php?id=Npicture
Zee News,http://tvbox6.icu/tv/smt.php?id=Zeenews
Asianet,http://tvbox6.icu/tv/smt.php?id=asianet_raj
Asianet News,http://tvbox6.icu/tv/smt.php?id=asianetnews_raj
Times Now,http://tvbox6.icu/tv/smt.php?id=timesnow_mega
BBC Earth Tamil,http://tvbox6.icu/tv/smt.php?id=bbcearthtam_raj
Discovery World Tamil,http://tvbox6.icu/tv/smt.php?id=discoveryworldtam_raj
History Tamil,http://tvbox6.icu/tv/smt.php?id=historytam_raj
NatGeo Tamil,http://tvbox6.icu/tv/smt.php?id=natgeotamil_raj
Natgeo Wild Tamil,http://tvbox6.icu/tv/smt.php?id=natgeowildtamil_raj
Discovery Kids Tamil,http://tvbox6.icu/tv/smt.php?id=discoverykidtamil_raj
Discovery Tamil,http://tvbox6.icu/tv/smt.php?id=discoverytamil_raj
Sony Yay Tamil,http://tvbox6.icu/tv/smt.php?id=sonyyaytam_raj
Sun TV India,http://tvbox6.icu/tv/smt.php?id=suntv_raj
Starmaa HD,http://tvbox6.icu/tv/smt.php?id=starmaa_raj
Starmaa Movies HD,http://tvbox6.icu/tv/smt.php?id=starmaamovies_raj
Bollyone,http://tvbox6.icu/tv/smt.php?id=Bollyone
Astro Sunmusic,http://tvbox6.icu/tv/smt.php?id=Sunmusic
Sony Pix HD,http://tvbox6.icu/tv/smt.php?id=sonypix_mega
Vijay Super,http://tvbox6.icu/tv/smt.php?id=vijaysuper_raj
AXN,http://tvbox6.icu/tv/smt.php?id=axn_twn
Animax,http://tvbox6.icu/tv/smt.php?id=Animax
Astrol Kplus,http://tvbox6.icu/tv/smt.php?id=Kplus
Axn HD,http://tvbox6.icu/tv/smt.php?id=Axn
CCTV-6,http://tvbox6.icu/tv/smt.php?id=cctv6
CINEMAX,http://tvbox6.icu/tv/smt.php?id=cinemax_twn
Celestial Classic,http://tvbox6.icu/tv/smt.php?id=Celestial2
Celestial Movies HD,http://tvbox6.icu/tv/smt.php?id=Celestialindo
Cinemax,http://tvbox6.icu/tv/smt.php?id=Cinemax
HBO Family,http://tvbox6.icu/tv/smt.php?id=Hbofamily
HBO HD,http://tvbox6.icu/tv/smt.php?id=Hbo
HBO Hits,http://tvbox6.icu/tv/smt.php?id=Hbohits
HBO Signature,http://tvbox6.icu/tv/smt.php?id=Hbosignature
HBO_HD,http://tvbox6.icu/tv/smt.php?id=hbohd_twn
HBO_HITS,http://tvbox6.icu/tv/smt.php?id=hbohits_twn
Hits Movie,http://tvbox6.icu/tv/smt.php?id=Hitsmovie
Hits,http://tvbox6.icu/tv/smt.php?id=Hits
Hollywood Movies,http://tvbox6.icu/tv/smt.php?id=hollywoodmovies_twn
Movies Now HD,http://tvbox6.icu/tv/smt.php?id=moviesnow_raj
One,http://tvbox6.icu/tv/smt.php?id=One_mega
Paramount Network,http://tvbox6.icu/tv/smt.php?id=Paramountnetwork
Rock Actions,http://tvbox6.icu/tv/smt.php?id=Rockaction
Rock Entertainment,http://tvbox6.icu/tv/smt.php?id=Rockentertain
SCM,http://tvbox6.icu/tv/smt.php?id=Weishimovie
Sony Pix HD,http://tvbox6.icu/tv/smt.php?id=sonypix_mega
Star Movies HD,http://tvbox6.icu/tv/smt.php?id=starmovies_raj
Thrill,http://tvbox6.icu/tv/smt.php?id=Thrill
Warner TV,http://tvbox6.icu/tv/smt.php?id=WarnerTV
tvN Movie,http://tvbox6.icu/tv/smt.php?id=Tvnmovie
大愛2台,http://tvbox6.icu/tv/smt.php?id=catchplay_twn
龍華電影,http://tvbox6.icu/tv/smt.php?id=xingwei_movie
東森洋片,http://tvbox6.icu/tv/smt.php?id=ettvwestern
東森電影,http://tvbox6.icu/tv/smt.php?id=ettvmovie
美亞電影,http://tvbox6.icu/tv/smt.php?id=meiyamovie_twn
龍華洋片,http://tvbox6.icu/tv/smt.php?id=lunghuawestern_twn
龍祥时代,http://tvbox6.icu/tv/smt.php?id=lungxiangtime_twn
AFC 亞洲旅遊台,http://tvbox6.icu/tv/smt.php?id=asiatravel_twn
Animal Planet (Eng),http://tvbox6.icu/tv/smt.php?id=AnimalPlanet
Animal_Planet,http://tvbox6.icu/tv/smt.php?id=animalplanet_twn
Asia Travel,http://tvbox6.icu/tv/smt.php?id=asiatravel_twn
BBC Earth HD,http://tvbox6.icu/tv/smt.php?id=bbcearth_twn
BBC Earth Lifestyle,http://tvbox6.icu/tv/smt.php?id=bbclifestyle_twn
CI,http://tvbox6.icu/tv/smt.php?id=ci_twn
Discovery Asia,http://tvbox6.icu/tv/smt.php?id=discoverytwn_twn
Discovery HD,http://tvbox6.icu/tv/smt.php?id=discoveryhd_twn
Fashion TV,http://tvbox6.icu/tv/smt.php?id=fashiontv_twn
Foodnetwork Hd,http://tvbox6.icu/tv/smt.php?id=Foodnetwork_mega
HGTV,http://tvbox6.icu/tv/smt.php?id=HGTV
History,http://tvbox6.icu/tv/smt.php?id=History
MTV Live,http://tvbox6.icu/tv/smt.php?id=mtvhd_twn
NatGeo HD,http://tvbox6.icu/tv/smt.php?id=Natgeo
NatGeo Wild HD,http://tvbox6.icu/tv/smt.php?id=Natgeowild
NatGeo_Wild HD,http://tvbox6.icu/tv/smt.php?id=natgeowild_twn
Natgeo_HD,http://tvbox6.icu/tv/smt.php?id=natgeohd_twn
TLC,http://tvbox6.icu/tv/smt.php?id=Tlc
TLC Asia,http://tvbox6.icu/tv/smt.php?id=tlc_twn
亞洲美食,http://tvbox6.icu/tv/smt.php?id=afc_twn
美食星球,http://tvbox6.icu/tv/smt.php?id=foodplanet_twn
ABC News,http://tvbox6.icu/tv/smt.php?id=abcnews_glo
Al-Jazeera,http://tvbox6.icu/tv/smt.php?id=aljazeera_twn
BBC World News,http://tvbox6.icu/tv/smt.php?id=Bbcnews
BBC World News,http://tvbox6.icu/tv/smt.php?id=bbcnews_twn
Bloomberg News,http://tvbox6.icu/tv/smt.php?id=bloomberg_twn
CBS HD,http://tvbox6.icu/tv/smt.php?id=cbshd_glo
CBSN HD,http://tvbox6.icu/tv/smt.php?id=cbsn_glo
CGTN,http://tvbox6.icu/tv/smt.php?id=CGTN
CNA,http://tvbox6.icu/tv/smt.php?id=cna
CNBC,http://tvbox6.icu/tv/smt.php?id=cnbc_twn
CNN International,http://tvbox6.icu/tv/smt.php?id=Cnn
CNN(備用),http://tvbox6.icu/tv/smt.php?id=cnn_twn
DW (Deutsch),http://tvbox6.icu/tv/smt.php?id=dw_twn
Fox News,http://tvbox6.icu/tv/smt.php?id=foxnews_twn
France 24,http://tvbox6.icu/tv/smt.php?id=france24_twn
NHK World,http://tvbox6.icu/tv/smt.php?id=nhkworld_japan
Skynews,http://tvbox6.icu/tv/smt.php?id=skynews_antik
東森財經新聞,http://tvbox6.icu/tv/smt.php?id=ettvcaijing_twn
Animax,http://tvbox6.icu/tv/smt.php?id=Animax
Baby TV Eng,http://tvbox6.icu/tv/smt.php?id=Babytv
Baby TV,http://tvbox6.icu/tv/smt.php?id=babytv_twn
Boomerang Taiwan,http://tvbox6.icu/tv/smt.php?id=boomerang_twn
Boomerang,http://tvbox6.icu/tv/smt.php?id=Boomerang
CBeebies,http://tvbox6.icu/tv/smt.php?id=Cbeebies
Cartoon Network,http://tvbox6.icu/tv/smt.php?id=Cn
Disney Taiwan,http://tvbox6.icu/tv/smt.php?id=disneytwn_twn
Kids TV,http://tvbox6.icu/tv/smt.php?id=KidsTV
MiaoMi,http://tvbox6.icu/tv/smt.php?id=MiaoMi
Momo TV,http://tvbox6.icu/tv/smt.php?id=momo1_twn
Nick Jr,http://tvbox6.icu/tv/smt.php?id=Nickjr
Nickelodeon,http://tvbox6.icu/tv/smt.php?id=Nickelodeon
東森幼幼 Yoyo TV,http://tvbox6.icu/tv/smt.php?id=yoyo_twn
靖天卡通台,http://tvbox6.icu/tv/smt.php?id=jingtiancartoon_twn
Amarin,http://tvbox6.icu/tv/smt.php?id=amarin_pat
Ch 8,http://tvbox6.icu/tv/smt.php?id=ch8_pat
Channel 3 Thailand,http://tvbox6.icu/tv/smt.php?id=ch3_pat
Channel 5 Thailand,http://tvbox6.icu/tv/smt.php?id=ch5_pat
Channel 7 Thailand,http://tvbox6.icu/tv/smt.php?id=ch7_pat
Gmm Channel,http://tvbox6.icu/tv/smt.php?id=gmmchannel_pat
GmmOne,http://tvbox6.icu/tv/smt.php?id=gmmone_pat
MCOT HD Thailand-1,http://tvbox6.icu/tv/smt.php?id=mcot_pat
Mono,http://tvbox6.icu/tv/smt.php?id=mono_pat
Nation,http://tvbox6.icu/tv/smt.php?id=nation_pat
Nbt,http://tvbox6.icu/tv/smt.php?id=nbt_pat
New,http://tvbox6.icu/tv/smt.php?id=new_pat
PPTV Thailand1,http://tvbox6.icu/tv/smt.php?id=pptv_pat
TPTV,http://tvbox6.icu/tv/smt.php?id=tptv_pat
Thai Thai,http://tvbox6.icu/tv/smt.php?id=thaithai_pat
Thairath,http://tvbox6.icu/tv/smt.php?id=thairath_pat
Tnn24,http://tvbox6.icu/tv/smt.php?id=tnn24_pat
Workpoint,http://tvbox6.icu/tv/smt.php?id=workpoint_pat
tpbs,http://tvbox6.icu/tv/smt.php?id=tpbs_pat
Al-Jazeera,http://tvbox6.icu/tv/smt.php?id=aljazeera_twn
Animal Planet (Eng),http://tvbox6.icu/tv/smt.php?id=AnimalPlanet
Axn HD,http://tvbox6.icu/tv/smt.php?id=Axn
BBC 1,http://tvbox6.icu/tv/smt.php?id=bbc1_antik
BBC 2,http://tvbox6.icu/tv/smt.php?id=bbc2_antik
BBC Earth HD,http://tvbox6.icu/tv/smt.php?id=bbcearth_twn
BBC Earth Lifestyle,http://tvbox6.icu/tv/smt.php?id=bbclifestyle_twn
BBC World News,http://tvbox6.icu/tv/smt.php?id=bbcworldnews_antik
Bloomberg News,http://tvbox6.icu/tv/smt.php?id=bloomberg_twn
Boomerang,http://tvbox6.icu/tv/smt.php?id=Boomerang
CBBC,http://tvbox6.icu/tv/smt.php?id=cbbc_antik
CBeebies,http://tvbox6.icu/tv/smt.php?id=Cbeebies
CGTN,http://tvbox6.icu/tv/smt.php?id=CGTN
CNBC,http://tvbox6.icu/tv/smt.php?id=cnbc_twn
Channel 4,http://tvbox6.icu/tv/smt.php?id=channel4_antik
DW (Deutsch),http://tvbox6.icu/tv/smt.php?id=dw_twn
Euronews,http://tvbox6.icu/tv/smt.php?id=euronews_antik
France 24,http://tvbox6.icu/tv/smt.php?id=france24_twn
Freesports,http://tvbox6.icu/tv/smt.php?id=freesports_antik
HBO HD,http://tvbox6.icu/tv/smt.php?id=Hbo
HGTV,http://tvbox6.icu/tv/smt.php?id=HGTV
History,http://tvbox6.icu/tv/smt.php?id=History
Hits Movie,http://tvbox6.icu/tv/smt.php?id=Hitsmovie
Kids TV,http://tvbox6.icu/tv/smt.php?id=KidsTV
MTV Live,http://tvbox6.icu/tv/smt.php?id=mtvhd_twn
More4,http://tvbox6.icu/tv/smt.php?id=more4_antik
NHK World,http://tvbox6.icu/tv/smt.php?id=nhkworld_japan
NatGeo HD,http://tvbox6.icu/tv/smt.php?id=Natgeo
NatGeo Wild HD,http://tvbox6.icu/tv/smt.php?id=Natgeowild
Nick Jr,http://tvbox6.icu/tv/smt.php?id=Nickjr
Nickelodeon,http://tvbox6.icu/tv/smt.php?id=Nickelodeon
Pick TV,http://tvbox6.icu/tv/smt.php?id=picktv_antik
Skynews,http://tvbox6.icu/tv/smt.php?id=skynews_antik
Skysports Arena,http://tvbox6.icu/tv/smt.php?id=tiankongarena
Skysports Cricket,http://tvbox6.icu/tv/smt.php?id=tiankongcricket
Skysports EPL,http://tvbox6.icu/tv/smt.php?id=tiankongepl
Skysports F1,http://tvbox6.icu/tv/smt.php?id=tiankongf1
Skysports Football,http://tvbox6.icu/tv/smt.php?id=tiankongfootball
Skysports Golf,http://tvbox6.icu/tv/smt.php?id=tiankonggolf
Skysports Main Event,http://tvbox6.icu/tv/smt.php?id=tiankongmain
Skysports News,http://tvbox6.icu/tv/smt.php?id=tiankongnews
Star Movies HD,http://tvbox6.icu/tv/smt.php?id=starmovies_raj
TLC,http://tvbox6.icu/tv/smt.php?id=Tlc
Thrill,http://tvbox6.icu/tv/smt.php?id=Thrill
Warner TV,http://tvbox6.icu/tv/smt.php?id=WarnerTV
itv 1,http://tvbox6.icu/tv/smt.php?id=itv1_antik
itv 2,http://tvbox6.icu/tv/smt.php?id=itv2_antik
ANTV,http://tvbox6.icu/tv/smt.php?id=viet_antv
BPTV 2,http://tvbox6.icu/tv/smt.php?id=viet_bptv2
BRT HD,http://tvbox6.icu/tv/smt.php?id=viet_brt
Ca Mau TV,http://tvbox6.icu/tv/smt.php?id=viet_camautv
Danang TV1 HD,http://tvbox6.icu/tv/smt.php?id=viet_danangtv1
Danang TV2 HD,http://tvbox6.icu/tv/smt.php?id=viet_danangtv2
HBTV HD,http://tvbox6.icu/tv/smt.php?id=viet_hbtv
HTV 7,http://tvbox6.icu/tv/smt.php?id=viet_htv7
HTV 9,http://tvbox6.icu/tv/smt.php?id=viet_htv9
PTTH 1,http://tvbox6.icu/tv/smt.php?id=viet_ptth1
VTV 1,http://tvbox6.icu/tv/smt.php?id=viet_vtv1
VTV 7,http://tvbox6.icu/tv/smt.php?id=viet_vtv7
All the Kpop,http://tvbox6.icu/tv/smt.php?id=allthekpop_korea
Apps TV,http://tvbox6.icu/tv/smt.php?id=appongoogle_korea
Arirang HD,http://tvbox6.icu/tv/smt.php?id=arirang_korea
CBS,http://tvbox6.icu/tv/smt.php?id=cbs_korea
CGNTV,http://tvbox6.icu/tv/smt.php?id=cgntv_korea
EBS 1,http://tvbox6.icu/tv/smt.php?id=ebs1_korea
EBS Kids,http://tvbox6.icu/tv/smt.php?id=ebskids_korea
EBS Plus2,http://tvbox6.icu/tv/smt.php?id=ebsplus2_korea
EBS2,http://tvbox6.icu/tv/smt.php?id=ebs2_korea
J the Kpop,http://tvbox6.icu/tv/smt.php?id=jthekpop_korea
KBS World 24,http://tvbox6.icu/tv/smt.php?id=kbsworld24_korea
SBS Plus,http://tvbox6.icu/tv/smt.php?id=sbsplus_korea
YTN DMB,http://tvbox6.icu/tv/smt.php?id=ytndmb_korea
YTN Korean,http://tvbox6.icu/tv/smt.php?id=ytnkorean_korea
YTN Science,http://tvbox6.icu/tv/smt.php?id=ytnscience_korea
YTN,http://tvbox6.icu/tv/smt.php?id=ytn_korea
Yonhap News,http://tvbox6.icu/tv/smt.php?id=yonhapnews_korea
BS-TBS,http://tvbox6.icu/tv/smt.php?id=bstbs_japan
BSジャパン 181,http://tvbox6.icu/tv/smt.php?id=bs181_japan
BSフジ BS Fuji,http://tvbox6.icu/tv/smt.php?id=bsfuji_japan
CNA Japan,http://tvbox6.icu/tv/smt.php?id=cna_japan
JET 綜合,http://tvbox6.icu/tv/smt.php?id=jettv_japan
NHK Oaska,http://tvbox6.icu/tv/smt.php?id=nhkosaka_japan
NHK World,http://tvbox6.icu/tv/smt.php?id=nhkworld_japan
NHK-E,http://tvbox6.icu/tv/smt.php?id=nhke_japan
NHK-総合-2,http://tvbox6.icu/tv/smt.php?id=nhkg_japan
NHKBS1,http://tvbox6.icu/tv/smt.php?id=nhkbs1_japan
NHKBSプレミア Premium,http://tvbox6.icu/tv/smt.php?id=nhkpremium_japan
TOKYOMX,http://tvbox6.icu/tv/smt.php?id=tokyomx_japan
テレビ朝日 Asahi TV,http://tvbox6.icu/tv/smt.php?id=asahitv_japan
テレビ東京 Tokyo TV,http://tvbox6.icu/tv/smt.php?id=tokyotv_japan


四川地区,#genre#
四川卫视,http://118.122.2.29:9999/hls/18/index.m3u8
康巴卫视,http://118.122.2.29:9999/hls/39/index.m3u8
峨眉电影,http://118.122.2.29:9999/hls/49/index.m3u8
凉山新闻,http://118.122.2.29:9999/hls/51/index.m3u8
四川文化旅游,http://118.122.2.29:9999/hls/52/index.m3u8
四川影视文化,http://118.122.2.29:9999/hls/53/index.m3u8
四川科教,http://118.122.2.29:9999/hls/54/index.m3u8
四川乡村,http://118.122.2.29:9999/hls/55/index.m3u8
成都新闻综合,http://tvbox6.icu/tv/cditv.php?id=cdxwzh
成都经济资讯,http://tvbox6.icu/tv/cditv.php?id=cdjjzx
成都都市生活,http://tvbox6.icu/tv/cditv.php?id=cddssh
成都影视文艺,http://tvbox6.icu/tv/cditv.php?id=cdyswy
成都公共频道,http://tvbox6.icu/tv/cditv.php?id=cdgg
成都少儿频道,http://tvbox6.icu/tv/cditv.php?id=cdse
成都蓉城先锋,http://tvbox6.icu/tv/cditv.php?id=cdrcxf
成都每日购物,http://tvbox6.icu/tv/cditv.php?id=cdmrgw
金牛电视台,http://tvbox6.icu/tv/cditv.php?id=jntv
双流综合,http://tvbox6.icu/tv/cditv.php?id=slzh
温江电视台,http://tvbox6.icu/tv/cditv.php?id=wjtv
高新电视台,http://tvbox6.icu/tv/cditv.php?id=gxtv
新津电视台,http://tvbox6.icu/tv/cditv.php?id=xjtv
大邑综合,http://tvbox6.icu/tv/cditv.php?id=dyxwzh
彭州电视台,http://tvbox6.icu/tv/cditv.php?id=pztv
蒲江电视台,http://tvbox6.icu/tv/cditv.php?id=pjtv
锦江电视台,http://tvbox6.icu/tv/cditv.php?id=jjtv
金堂电视台,http://tvbox6.icu/tv/cditv.php?id=jttv
郫都新闻综合,http://tvbox6.icu/tv/cditv.php?id=pdxwzh
龙泉综合,http://tvbox6.icu/tv/cditv.php?id=lqzh
青羊电视台,http://tvbox6.icu/tv/cditv.php?id=qytv
青白江电视台,http://tvbox6.icu/tv/cditv.php?id=qbjtv
崇州电视1套,http://tvbox6.icu/tv/cditv.php?id=cztv
都江堰电视台,http://tvbox6.icu/tv/cditv.php?id=djytv
成华有线,http://tvbox6.icu/tv/cditv.php?id=chyx
邛崃电视台,http://tvbox6.icu/tv/cditv.php?id=qltv
武侯电视台,http://tvbox6.icu/tv/cditv.php?id=whtv
新都电视台,http://tvbox6.icu/tv/cditv.php?id=xdzh
简阳新闻综合,http://tvbox6.icu/tv/cditv.php?id=jyxwzh
乐山新闻综合,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8
乐山文旅生活,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel12/playlist.m3u8
四川|黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
四川|巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
四川|洪雅新闻综合,http://api2.52tb.xyz/info?id=607&token=20230218htjgzi
四川|朝天新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
四川|大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8
四川|大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8
四川|德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川|广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
四川|广元公共,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
四川|广元综合,http://tv.dzsm.com:8100/chan/ch1.flv
四川|洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
四川|会东综合,http://112.45.133.129:90/live/xwzh.m3u8
四川|剑阁新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel10/playlist.m3u8
四川|金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
四川|金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川|乐至综合,http://175.155.106.72:89/live1/live1.m3u8
四川|雷波综合,http://lbzb.yd-data.com/live/0000.flv?auth_key=601589378470-0-0-67d1de5fa3aa9412566d7c9f807c91a0
四川|利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
四川|凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
四川|凉山,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
四川|纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
四川|攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
四川|蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
四川|青川新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
四川|松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
四川|旺苍新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel9/playlist.m3u8
四川|汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川|武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8
四川|营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
四川|筠连综合,http://118.122.78.172:89/live1/live1.m3u8
四川|中江新闻综合,https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0
川广融媒,http://biaozhun114.com/tv/sxg.php?id=95
川网导视,http://biaozhun114.com/tv/sxg.php?id=96
精品导视,http://biaozhun114.com/tv/sxg.php?id=97
沙湾融媒,http://biaozhun114.com/tv/sxg.php?id=98
四川文化,http://biaozhun114.com/tv/sxg.php?id=99
四川经济,http://biaozhun114.com/tv/sxg.php?id=100
四川新闻,http://biaozhun114.com/tv/sxg.php?id=101
四川影视,http://biaozhun114.com/tv/sxg.php?id=102
四川妇女,http://biaozhun114.com/tv/sxg.php?id=103
四川科教,http://biaozhun114.com/tv/sxg.php?id=104
四川乡村,http://biaozhun114.com/tv/sxg.php?id=105
峨嵋电影,http://biaozhun114.com/tv/sxg.php?id=106
成都新闻,http://biaozhun114.com/tv/sxg.php?id=107
成都经济,http://biaozhun114.com/tv/sxg.php?id=108
成都都市,http://biaozhun114.com/tv/sxg.php?id=109
成都影视,http://biaozhun114.com/tv/sxg.php?id=110
成都公共,http://biaozhun114.com/tv/sxg.php?id=111
成都高新区,http://biaozhun114.com/tv/sxg.php?id=112
成都购物,http://biaozhun114.com/tv/sxg.php?id=113
阿坝州TV,http://biaozhun114.com/tv/sxg.php?id=114
阿坝州藏语,http://biaozhun114.com/tv/sxg.php?id=115
安居综合,http://biaozhun114.com/tv/sxg.php?id=116
安岳综合,http://biaozhun114.com/tv/sxg.php?id=117
安州综合,http://biaozhun114.com/tv/sxg.php?id=118
巴中文旅,http://biaozhun114.com/tv/sxg.php?id=119
巴中综合,http://biaozhun114.com/tv/sxg.php?id=120
巴州电视,http://biaozhun114.com/tv/sxg.php?id=121
宝兴综合,http://biaozhun114.com/tv/sxg.php?id=122
北川综合,http://biaozhun114.com/tv/sxg.php?id=123
苍溪综合,http://biaozhun114.com/tv/sxg.php?id=124
长宁综合,http://biaozhun114.com/tv/sxg.php?id=125
朝天综合,http://biaozhun114.com/tv/sxg.php?id=126
崇州,http://biaozhun114.com/tv/sxg.php?id=127
船山综合,http://biaozhun114.com/tv/sxg.php?id=128
达川新闻,http://biaozhun114.com/tv/sxg.php?id=129
达州导视,http://biaozhun114.com/tv/sxg.php?id=130
达州公共,http://biaozhun114.com/tv/sxg.php?id=131
达州通川,http://biaozhun114.com/tv/sxg.php?id=132
达州新闻,http://biaozhun114.com/tv/sxg.php?id=133
大邑电视台,http://biaozhun114.com/tv/sxg.php?id=134
大英新闻,http://biaozhun114.com/tv/sxg.php?id=135
丹棱综合,http://biaozhun114.com/tv/sxg.php?id=136
德昌,http://biaozhun114.com/tv/sxg.php?id=137
东兴综合,http://biaozhun114.com/tv/sxg.php?id=138
都江堰,http://biaozhun114.com/tv/sxg.php?id=139
峨边,http://biaozhun114.com/tv/sxg.php?id=140
峨眉综合,http://biaozhun114.com/tv/sxg.php?id=141
恩阳新闻,http://biaozhun114.com/tv/sxg.php?id=142
涪城综合,http://biaozhun114.com/tv/sxg.php?id=143
富顺综合,http://biaozhun114.com/tv/sxg.php?id=144
甘洛,http://biaozhun114.com/tv/sxg.php?id=145
甘孜综合,http://biaozhun114.com/tv/sxg.php?id=146
高县-1,http://biaozhun114.com/tv/sxg.php?id=147
古蔺新闻,http://biaozhun114.com/tv/sxg.php?id=148
广安公共,http://biaozhun114.com/tv/sxg.php?id=149
广安区,http://biaozhun114.com/tv/sxg.php?id=150
广安新闻,http://biaozhun114.com/tv/sxg.php?id=151
广汉综合,http://biaozhun114.com/tv/sxg.php?id=152
广元文化,http://biaozhun114.com/tv/sxg.php?id=153
广元综合,http://biaozhun114.com/tv/sxg.php?id=154
汉源综合,http://biaozhun114.com/tv/sxg.php?id=155
合江新闻,http://biaozhun114.com/tv/sxg.php?id=156
黑水,http://biaozhun114.com/tv/sxg.php?id=157
洪雅新闻,http://biaozhun114.com/tv/sxg.php?id=158
华蓥综合,http://biaozhun114.com/tv/sxg.php?id=159
会理新闻,http://biaozhun114.com/tv/sxg.php?id=160
夹江新闻,http://biaozhun114.com/tv/sxg.php?id=161
简阳新闻,http://biaozhun114.com/tv/sxg.php?id=162
剑阁综合,http://biaozhun114.com/tv/sxg.php?id=163
江安,http://biaozhun114.com/tv/sxg.php?id=164
江油综合,http://biaozhun114.com/tv/sxg.php?id=165
金口河综合,http://biaozhun114.com/tv/sxg.php?id=166
金牛,http://biaozhun114.com/tv/sxg.php?id=167
金堂,http://biaozhun114.com/tv/sxg.php?id=168
开江新闻,http://biaozhun114.com/tv/sxg.php?id=169
乐山公共,http://biaozhun114.com/tv/sxg.php?id=170
乐山新闻,http://biaozhun114.com/tv/sxg.php?id=171
